name,age,movie,popcorn,snack,drink,times,payment
박준영,20,윙카,구매안함,나초,제로콜라,일반,삼성페이
김미숙,30,시민덕희,일반,구매안함,에이드,일반,삼성페이
최성훈,20,시민덕희,일반,구매안함,제로콜라,일반,신용카드
구정희,20,윙카,카라멜,나초,구매안함,일반,신용카드
김도현,40,외계인,구매안함,나초,환타,일반,삼성페이
김지영,20,윙카,어니언,핫도그,제로콜라,일반,체크카드
이승민,30,도그맨,일반,구매안함,콜라,일반,삼성페이
김광수,20,윙카,치즈,맛밤,구매안함,일반,삼성페이
박주원,30,시민덕희,구매안함,구매안함,콜라,일반,신용카드
심민재,20,윙카,일반,구매안함,스프라이트,일반,신용카드
박시우,40,시민덕희,구매안함,맛밤,물,일반,삼성페이
송재호,30,윙카,일반,맛밤,제로콜라,조조,체크카드
박성진,20,시민덕희,구매안함,구매안함,제로콜라,일반,신용카드
배현정,20,너의 이름은,구매안함,핫도그,물,조조,삼성페이
김은경,30,윙카,치즈,나초,제로콜라,일반,삼성페이
조민서,20,너의 이름은,카라멜,구매안함,환타,일반,신용카드
김혜진,30,윙카,일반,구매안함,스프라이트,심야,삼성페이
김서영,30,너의 이름은,구매안함,구매안함,아메리카노,일반,카카오페이
남지원,20,윙카,구매안함,구매안함,제로콜라,심야,신용카드
박예준,20,너의 이름은,카라멜,맛밤,에이드,일반,삼성페이
최서준,40,시민덕희,구매안함,나초,물,조조,현금
장성훈,20,윙카,구매안함,맛밤,환타,일반,체크카드
박우진,50,윙카,구매안함,구매안함,콜라,일반,삼성페이
배영미,40,시민덕희,구매안함,구매안함,구매안함,일반,삼성페이
최아름,30,윙카,구매안함,구매안함,스프라이트,조조,체크카드
박현숙,40,도그맨,치즈,핫도그,구매안함,일반,카카오페이
김성현,40,위시,구매안함,핫도그,환타,일반,삼성페이
류정자,50,시민덕희,구매안함,나초,스프라이트,일반,체크카드
김은경,20,시민덕희,일반,구매안함,환타,일반,신용카드
오선영,20,윙카,카라멜,구매안함,콜라,조조,신용카드
성예은,60,외계인,일반,구매안함,물,일반,현금
장영식,50,윙카,구매안함,구매안함,에이드,조조,삼성페이
김은영,20,외계인,구매안함,구매안함,스프라이트,조조,신용카드
박은경,20,시민덕희,일반,구매안함,물,심야,신용카드
송진우,20,너의 이름은,일반,핫도그,콜라,일반,체크카드
김재호,60,위시,어니언,구매안함,물,일반,신용카드
강순자,40,시민덕희,어니언,나초,물,조조,체크카드
지경숙,30,외계인,구매안함,나초,제로콜라,일반,신용카드
김옥순,30,도그맨,어니언,맛밤,콜라,일반,삼성페이
한서준,20,윙카,구매안함,구매안함,물,일반,삼성페이
류하윤,20,윙카,일반,구매안함,물,일반,현금
강성진,20,시민덕희,카라멜,맛밤,물,일반,체크카드
이재현,30,시민덕희,카라멜,구매안함,구매안함,일반,삼성페이
최영식,30,도그맨,구매안함,구매안함,물,일반,현금
전서윤,30,시민덕희,일반,핫도그,구매안함,조조,신용카드
김옥순,20,도그맨,일반,맛밤,콜라,일반,삼성페이
김예원,30,시민덕희,어니언,구매안함,환타,일반,신용카드
최서준,20,너의 이름은,구매안함,구매안함,물,일반,신용카드
송수민,30,윙카,치즈,맛밤,스프라이트,일반,삼성페이
유현정,40,시민덕희,구매안함,나초,스프라이트,일반,신용카드
서경수,50,윙카,일반,나초,구매안함,일반,카카오페이
윤지우,20,시민덕희,어니언,구매안함,구매안함,일반,삼성페이
김성훈,30,너의 이름은,구매안함,핫도그,환타,일반,카카오페이
한민석,20,시민덕희,구매안함,구매안함,스프라이트,조조,삼성페이
윤수빈,60,시민덕희,카라멜,맛밤,에이드,일반,삼성페이
최은영,20,도그맨,일반,구매안함,제로콜라,조조,삼성페이
이현준,40,도그맨,카라멜,구매안함,아메리카노,조조,삼성페이
이숙자,30,너의 이름은,일반,구매안함,콜라,일반,신용카드
권하은,20,도그맨,치즈,구매안함,콜라,일반,카카오페이
김시우,20,윙카,구매안함,핫도그,제로콜라,일반,신용카드
박동현,50,도그맨,구매안함,오징어,구매안함,일반,체크카드
김명자,20,너의 이름은,구매안함,구매안함,아메리카노,일반,삼성페이
한은영,30,도그맨,어니언,구매안함,제로콜라,일반,현금
남정수,60,시민덕희,구매안함,구매안함,콜라,일반,체크카드
이경희,30,너의 이름은,구매안함,구매안함,에이드,일반,신용카드
문진우,60,도그맨,치즈,나초,제로콜라,심야,신용카드
강영수,40,윙카,카라멜,구매안함,제로콜라,일반,신용카드
김순자,60,너의 이름은,어니언,구매안함,콜라,일반,신용카드
손경수,20,위시,구매안함,구매안함,아메리카노,일반,체크카드
김보람,30,윙카,구매안함,구매안함,물,일반,삼성페이
배지혜,20,도그맨,구매안함,구매안함,제로콜라,일반,삼성페이
오하은,20,시민덕희,치즈,구매안함,제로콜라,일반,삼성페이
김명숙,30,윙카,구매안함,구매안함,아메리카노,일반,신용카드
박정숙,20,윙카,구매안함,핫도그,콜라,일반,신용카드
류순옥,40,외계인,구매안함,구매안함,콜라,일반,신용카드
김성호,50,외계인,일반,구매안함,아메리카노,일반,삼성페이
김성훈,30,윙카,어니언,구매안함,아메리카노,일반,삼성페이
배주원,40,윙카,구매안함,구매안함,아메리카노,조조,체크카드
김윤서,30,윙카,구매안함,구매안함,물,일반,삼성페이
김성민,20,윙카,구매안함,구매안함,에이드,일반,삼성페이
김지우,30,시민덕희,구매안함,구매안함,콜라,일반,삼성페이
한현주,40,위시,구매안함,구매안함,에이드,일반,현금
류윤서,30,윙카,구매안함,구매안함,콜라,심야,삼성페이
이은정,20,시민덕희,카라멜,구매안함,환타,일반,신용카드
박은영,50,윙카,치즈,맛밤,물,일반,삼성페이
김옥자,20,시민덕희,구매안함,구매안함,에이드,일반,삼성페이
김도윤,30,윙카,일반,구매안함,구매안함,일반,현금
김준호,50,위시,구매안함,구매안함,물,일반,신용카드
이영길,20,윙카,일반,나초,환타,일반,삼성페이
최예지,40,너의 이름은,카라멜,핫도그,물,일반,삼성페이
윤현준,20,윙카,구매안함,핫도그,아메리카노,일반,현금
최종수,40,윙카,카라멜,구매안함,콜라,심야,삼성페이
조현우,40,외계인,일반,나초,환타,심야,신용카드
고수진,40,외계인,치즈,구매안함,콜라,일반,삼성페이
박지훈,30,시민덕희,구매안함,구매안함,환타,일반,삼성페이
김순옥,20,윙카,치즈,오징어,제로콜라,일반,현금
김상현,30,위시,구매안함,나초,콜라,일반,삼성페이
김영진,30,윙카,일반,핫도그,제로콜라,일반,삼성페이
김영환,40,윙카,카라멜,핫도그,물,조조,삼성페이
김미숙,40,시민덕희,치즈,구매안함,제로콜라,심야,삼성페이
한은영,20,도그맨,일반,구매안함,콜라,조조,신용카드
윤은지,50,시민덕희,일반,구매안함,콜라,조조,신용카드
최은영,30,위시,카라멜,맛밤,에이드,일반,삼성페이
박명숙,40,시민덕희,구매안함,나초,물,일반,체크카드
신경수,20,윙카,치즈,구매안함,아메리카노,일반,삼성페이
권경자,20,윙카,구매안함,구매안함,에이드,조조,카카오페이
이예원,60,외계인,어니언,구매안함,물,일반,현금
김우진,30,너의 이름은,구매안함,구매안함,물,일반,삼성페이
박현준,40,시민덕희,구매안함,핫도그,제로콜라,일반,신용카드
최영희,60,시민덕희,어니언,구매안함,아메리카노,조조,삼성페이
이정남,20,윙카,구매안함,구매안함,환타,심야,삼성페이
강경수,20,윙카,카라멜,핫도그,제로콜라,일반,신용카드
김정식,30,시민덕희,구매안함,나초,환타,조조,삼성페이
서정숙,20,위시,구매안함,구매안함,제로콜라,일반,카카오페이
김상철,20,외계인,일반,구매안함,물,일반,신용카드
박서현,30,시민덕희,구매안함,나초,환타,일반,신용카드
황수민,20,윙카,일반,구매안함,제로콜라,일반,삼성페이
박현준,50,시민덕희,일반,구매안함,물,조조,신용카드
이미숙,20,외계인,구매안함,구매안함,환타,일반,신용카드
김은주,60,외계인,일반,맛밤,아메리카노,조조,삼성페이
김예은,30,위시,구매안함,구매안함,콜라,일반,체크카드
김재현,30,도그맨,구매안함,핫도그,환타,일반,신용카드
강성민,40,너의 이름은,일반,구매안함,에이드,조조,신용카드
윤하은,50,윙카,구매안함,오징어,아메리카노,일반,신용카드
강상철,40,위시,구매안함,구매안함,콜라,조조,신용카드
김은지,30,너의 이름은,일반,맛밤,에이드,일반,카카오페이
김도윤,30,도그맨,구매안함,나초,에이드,일반,신용카드
노진호,30,위시,카라멜,구매안함,물,일반,삼성페이
이정순,30,시민덕희,일반,구매안함,아메리카노,일반,삼성페이
최지후,40,너의 이름은,일반,구매안함,물,조조,신용카드
홍현준,40,시민덕희,구매안함,구매안함,물,일반,체크카드
서영철,30,도그맨,구매안함,구매안함,제로콜라,일반,삼성페이
고우진,20,시민덕희,카라멜,구매안함,콜라,심야,삼성페이
박영자,40,윙카,일반,구매안함,제로콜라,심야,신용카드
김지영,40,윙카,구매안함,구매안함,제로콜라,일반,삼성페이
송지원,20,위시,구매안함,구매안함,제로콜라,조조,삼성페이
장영진,20,시민덕희,구매안함,구매안함,물,일반,신용카드
이지우,30,외계인,일반,핫도그,아메리카노,일반,체크카드
한영수,30,위시,구매안함,구매안함,물,일반,삼성페이
진우진,50,윙카,구매안함,핫도그,아메리카노,일반,체크카드
이민재,20,시민덕희,일반,구매안함,아메리카노,일반,신용카드
김성민,20,도그맨,구매안함,나초,아메리카노,일반,현금
박현지,30,윙카,어니언,오징어,아메리카노,일반,삼성페이
이서연,40,윙카,구매안함,구매안함,콜라,조조,체크카드
김재호,30,윙카,구매안함,구매안함,물,일반,삼성페이
최순자,60,윙카,구매안함,나초,환타,일반,신용카드
안영길,60,시민덕희,구매안함,맛밤,에이드,일반,삼성페이
최정수,30,위시,구매안함,구매안함,환타,일반,삼성페이
김영미,50,윙카,구매안함,구매안함,아메리카노,일반,신용카드
신정자,30,외계인,구매안함,핫도그,환타,조조,현금
배서연,50,윙카,구매안함,구매안함,환타,심야,삼성페이
박선영,40,시민덕희,카라멜,핫도그,스프라이트,일반,카카오페이
이춘자,30,윙카,구매안함,구매안함,환타,일반,체크카드
박영일,20,너의 이름은,카라멜,구매안함,물,조조,삼성페이
김미정,50,윙카,일반,나초,에이드,일반,신용카드
김도현,30,시민덕희,구매안함,구매안함,콜라,심야,삼성페이
최영식,40,위시,카라멜,나초,제로콜라,일반,삼성페이
백유진,30,위시,구매안함,구매안함,제로콜라,일반,신용카드
송주원,30,시민덕희,구매안함,구매안함,아메리카노,일반,체크카드
차숙자,30,윙카,카라멜,오징어,물,일반,체크카드
유상철,20,시민덕희,구매안함,구매안함,콜라,일반,신용카드
김영자,30,시민덕희,어니언,나초,콜라,일반,신용카드
황승민,30,윙카,구매안함,구매안함,에이드,일반,삼성페이
김유진,50,윙카,일반,구매안함,물,일반,삼성페이
김영호,20,윙카,구매안함,구매안함,물,일반,삼성페이
이예진,30,윙카,구매안함,핫도그,제로콜라,일반,삼성페이
조영길,20,너의 이름은,카라멜,맛밤,환타,일반,체크카드
김영식,60,위시,치즈,구매안함,콜라,조조,신용카드
최예지,30,외계인,구매안함,구매안함,제로콜라,일반,삼성페이
허윤서,20,시민덕희,치즈,구매안함,에이드,심야,삼성페이
이서윤,20,시민덕희,치즈,구매안함,에이드,일반,신용카드
